DateTime 	Ht-T-45 	 Ht-T-30 	Ht-T-15	Height 	BatVs
Sat Aug 3 2024 06:52 	124.12 	124.0 	123.8 	123.64 	4.0
Sat Aug 3 2024 05:52 	124.71 	124.55 	124.43 	124.27 	4.0
Sat Aug 3 2024 04:52 	125.3 	125.14 	125.02 	124.87 	4.0
Sat Aug 3 2024 03:52 	125.89 	125.73 	125.57 	125.42 	4.0
Sat Aug 3 2024 02:52 	126.64 	126.48 	126.32 	126.2 	4.1
Sat Aug 3 2024 01:52 	127.31 	127.11 	126.95 	126.79 	4.1
Sat Aug 3 2024 00:53 	127.94 	127.74 	127.58 	127.42 	4.1
Fri Aug 2 2024 23:52 	128.64 	128.41 	128.25 	128.09 	4.1
Fri Aug 2 2024 22:52 	129.63 	129.47 	129.2 	128.92 	4.1
Fri Aug 2 2024 21:52 	130.22 	130.1 	129.94 	129.79 	4.1
Fri Aug 2 2024 20:52 	130.65 	130.65 	130.65 	130.42 	4.1
Fri Aug 2 2024 19:52 	126.36 	130.65 	130.65 	127.7 	4.1
Fri Aug 2 2024 18:52 	130.65 	130.65 	130.65 	126.52 	4.1
Fri Aug 2 2024 17:52 	130.65 	130.65 	130.65 	130.65 	4.1
Fri Aug 2 2024 16:52 	130.65 	130.65 	128.88 	130.65 	4.1
Fri Aug 2 2024 15:52 	130.65 	130.65 	130.65 	130.65 	4.1
Fri Aug 2 2024 14:52 	130.65 	130.65 	127.31 	130.65 	4.1
Fri Aug 2 2024 13:52 	130.65 	130.65 	130.65 	127.27 	4.1
Fri Aug 2 2024 12:52 	129.67 	130.65 	130.65 	130.18 	4.1
Fri Aug 2 2024 11:52 	129.08 	130.65 	130.46 	129.39 	4.2
Fri Aug 2 2024 10:52 	130.65 	128.68 	129.35 	130.65 	4.2
Fri Aug 2 2024 09:52 	130.65 	127.54 	130.65 	129.08 	4.2
Fri Aug 2 2024 08:52 	125.42 	126.6 	128.13 	130.3 	4.2
Fri Aug 2 2024 07:52 	125.65 	125.49 	124.9 	124.59 	4.2
Fri Aug 2 2024 06:53 	126.28 	126.16 	126.01 	125.81 	4.1
Fri Aug 2 2024 05:52 	126.83 	126.56 	126.48 	126.36 	4.0
Fri Aug 2 2024 04:52 	127.23 	127.11 	127.03 	126.75 	4.0
Fri Aug 2 2024 03:52 	127.62 	127.54 	127.42 	127.31 	4.1
Fri Aug 2 2024 02:52 	128.09 	127.98 	127.9 	127.78 	4.1
Fri Aug 2 2024 01:52 	128.37 	128.29 	128.25 	128.17 	4.1
Fri Aug 2 2024 00:52 	128.8 	128.72 	128.57 	128.49 	4.1
Thu Aug 1 2024 23:52 	129.31 	129.2 	129.04 	128.88 	4.1
Thu Aug 1 2024 22:52 	129.87 	129.71 	129.55 	129.43 	4.1
Thu Aug 1 2024 21:52 	130.3 	130.18 	130.06 	129.98 	4.1
Thu Aug 1 2024 20:52 	130.65 	130.65 	130.65 	130.42 	4.1
Thu Aug 1 2024 19:52 	130.65 	130.65 	130.65 	127.42 	4.1
Thu Aug 1 2024 18:54 	130.65 	130.65 	130.65 	130.65 	4.1
Thu Aug 1 2024 17:52 	130.65 	130.65 	130.65 	130.65 	4.1
Thu Aug 1 2024 16:52 	127.74 	130.65 	128.8 	130.65 	4.1
Thu Aug 1 2024 15:52 	130.65 	130.65 	130.65 	130.65 	4.2
Thu Aug 1 2024 14:52 	128.61 	130.61 	127.82 	128.41 	4.2
Thu Aug 1 2024 13:52 	130.65 	128.05 	128.64 	130.65 	4.2
Thu Aug 1 2024 12:52 	130.65 	128.72 	130.65 	129.16 	4.2
Thu Aug 1 2024 11:52 	129.24 	130.65 	130.65 	130.65 	4.2
Thu Aug 1 2024 10:52 	130.65 	127.46 	130.65 	130.65 	4.2
Thu Aug 1 2024 09:52 	130.65 	128.41 	130.65 	130.14 	4.2
Thu Aug 1 2024 08:52 	125.57 	126.75 	128.53 	130.65 	4.1
Thu Aug 1 2024 07:52 	125.73 	125.53 	125.38 	125.3 	4.2
Thu Aug 1 2024 06:52 	126.4 	126.28 	126.12 	125.93 	4.1
Thu Aug 1 2024 05:54 	126.79 	126.91 	126.64 	126.52 	4.0
Thu Aug 1 2024 04:52 	127.35 	127.27 	127.15 	127.03 	4.0
Thu Aug 1 2024 03:52 	127.74 	127.62 	127.54 	127.42 	4.0
Thu Aug 1 2024 02:52 	128.17 	128.05 	127.94 	127.86 	4.1
Thu Aug 1 2024 01:52 	128.61 	128.49 	128.41 	128.25 	4.1
Thu Aug 1 2024 00:53 	129.04 	128.92 	128.8 	128.72 	4.1
Wed Jul 31 2024 23:52 	129.51 	129.43 	129.31 	129.2 	4.1
Wed Jul 31 2024 22:53 	129.94 	129.83 	129.71 	129.63 	4.1
Wed Jul 31 2024 21:52 	130.34 	130.22 	130.14 	130.02 	4.1
Wed Jul 31 2024 20:52 	130.65 	130.65 	130.65 	130.5 	4.1
Wed Jul 31 2024 19:52 	130.65 	130.65 	130.65 	127.66 	4.1
Wed Jul 31 2024 18:53 	130.65 	130.65 	130.65 	130.65 	4.1
Wed Jul 31 2024 17:52 	130.65 	130.65 	130.65 	130.65 	4.1
Wed Jul 31 2024 16:52 	130.65 	130.65 	130.65 	130.65 	4.1
Wed Jul 31 2024 15:52 	127.35 	127.42 	127.42 	127.86 	4.2
Wed Jul 31 2024 14:53 	130.65 	130.65 	128.45 	130.65 	4.2
Wed Jul 31 2024 13:52 	130.65 	130.65 	129.9 	130.65 	4.1
Wed Jul 31 2024 12:53 	128.45 	130.65 	128.29 	129.94 	4.2
Wed Jul 31 2024 11:52 	129.43 	130.65 	130.65 	130.65 	4.2
Wed Jul 31 2024 10:52 	130.65 	130.65 	128.96 	130.65 	4.2
Wed Jul 31 2024 09:53 	116.79 	119.63 	123.29 	127.58 	4.2
Wed Jul 31 2024 08:52 	113.37 	113.8 	115.22 	115.93 	4.2
Wed Jul 31 2024 07:53 	120.42 	118.92 	115.93 	113.8 	4.2
Wed Jul 31 2024 06:53 	121.09 	120.97 	120.81 	120.57 	4.1
Wed Jul 31 2024 05:53 	121.44 	121.36 	121.28 	121.2 	4.0
Wed Jul 31 2024 04:53 	121.79 	121.68 	121.6 	121.52 	4.1
Wed Jul 31 2024 03:53 	122.19 	122.11 	122.03 	121.91 	4.1
Wed Jul 31 2024 02:53 	122.62 	122.5 	122.42 	122.31 	4.1
Wed Jul 31 2024 01:53 	122.98 	122.9 	122.78 	122.7 	4.1
Wed Jul 31 2024 00:53 	123.45 	123.33 	123.17 	123.05 	4.1
Tue Jul 30 2024 23:53 	124.0 	123.84 	123.68 	123.57 	4.1
Tue Jul 30 2024 21:53 	126.2 	125.85 	125.57 	125.3 	4.1
Tue Jul 30 2024 20:53 	130.46 	130.22 	130.02 	128.49 	4.1
Tue Jul 30 2024 19:53 	130.65 	128.64 	130.65 	130.65 	4.1
Tue Jul 30 2024 18:53 	130.65 	130.65 	130.65 	130.65 	4.1
Tue Jul 30 2024 17:53 	122.58 	127.31 	130.65 	130.65 	4.2
Tue Jul 30 2024 16:54 	112.03 	112.74 	114.24 	117.9 	4.2
Tue Jul 30 2024 15:53 	111.05 	110.1 	110.77 	111.52 	4.2
Tue Jul 30 2024 14:53 	113.17 	112.78 	111.95 	110.77 	4.2
Tue Jul 30 2024 13:53 	113.37 	112.27 	112.03 	112.74 	4.1
Tue Jul 30 2024 12:53 	103.96 	107.07 	110.93 	113.01 	4.1
Tue Jul 30 2024 11:53 	103.76 	102.74 	102.11 	102.98 	4.1
Tue Jul 30 2024 10:53 	109.71 	107.23 	106.68 	105.26 	4.1
Tue Jul 30 2024 09:55 	113.41 	113.84 	113.45 	113.45 	4.2
Tue Jul 30 2024 08:53 	113.45 	113.21 	113.13 	113.01 	4.1
Tue Jul 30 2024 07:53 	117.35 	117.07 	113.13 	113.41 	4.1
Tue Jul 30 2024 06:53 	117.94 	117.82 	117.7 	117.58 	4.0
Tue Jul 30 2024 05:53 	118.33 	118.25 	118.13 	118.05 	4.0
Tue Jul 30 2024 04:53 	118.76 	118.64 	118.53 	118.45 	4.1
Tue Jul 30 2024 02:53 	119.9 	119.79 	119.59 	119.39 	4.1
Tue Jul 30 2024 01:53 	120.61 	120.46 	120.26 	120.06 	4.1
Tue Jul 30 2024 00:53 	121.28 	121.12 	120.93 	120.77 	4.1
Mon Jul 29 2024 23:53 	121.99 	121.75 	121.56 	121.44 	4.1
Mon Jul 29 2024 22:53 	124.98 	123.49 	122.82 	122.46 	4.1
Mon Jul 29 2024 21:53 	127.46 	127.31 	127.11 	125.53 	4.1
Mon Jul 29 2024 20:53 	129.27 	129.04 	127.86 	127.66 	4.1
Mon Jul 29 2024 19:53 	130.65 	130.57 	130.46 	129.67 	4.1
Mon Jul 29 2024 18:53 	129.9 	130.46 	130.65 	130.65 	4.1
Mon Jul 29 2024 17:53 	130.65 	130.65 	130.65 	128.29 	4.1
Mon Jul 29 2024 16:53 	130.65 	130.65 	127.31 	130.65 	4.1
Mon Jul 29 2024 15:53 	127.66 	130.65 	128.76 	130.65 	4.1
Mon Jul 29 2024 14:53 	129.47 	130.65 	130.65 	130.65 	4.1
Mon Jul 29 2024 13:53 	130.65 	127.46 	130.65 	130.65 	4.1
Mon Jul 29 2024 12:54 	129.12 	129.43 	130.65 	130.65 	4.1
Mon Jul 29 2024 11:54 	130.65 	129.83 	128.76 	130.65 	4.2
Mon Jul 29 2024 10:53 	130.65 	130.65 	130.65 	130.65 	4.2
Mon Jul 29 2024 09:53 	117.35 	120.38 	123.8 	127.78 	4.2
Mon Jul 29 2024 08:53 	110.69 	111.4 	112.82 	114.79 	4.2
Mon Jul 29 2024 07:53 	111.87 	111.68 	111.52 	110.46 	4.1
Mon Jul 29 2024 06:53 	114.98 	113.72 	112.5 	112.19 	4.1
Mon Jul 29 2024 05:53 	115.34 	115.3 	115.18 	115.1 	4.0
Mon Jul 29 2024 05:53 	115.34 	115.3 	115.18 	115.1 	4.0
Mon Jul 29 2024 04:53 	115.77 	115.65 	115.57 	115.42 	4.1
Mon Jul 29 2024 03:53 	116.09 	116.01 	115.93 	115.85 	4.1
Mon Jul 29 2024 02:53 	116.52 	116.44 	116.32 	116.2 	4.1
Mon Jul 29 2024 01:53 	117.03 	116.95 	116.83 	116.68 	4.1
Mon Jul 29 2024 00:53 	117.58 	117.46 	117.31 	117.19 	4.1
Sun Jul 28 2024 23:53 	118.29 	118.13 	117.9 	117.74 	4.1
Sun Jul 28 2024 22:53 	120.34 	119.35 	119.04 	118.76 	4.1
Sun Jul 28 2024 21:53 	124.16 	122.07 	120.97 	120.61 	4.1
Sun Jul 28 2024 20:54 	125.73 	125.65 	125.49 	125.38 	4.1
Sun Jul 28 2024 19:53 	126.91 	130.65 	129.98 	127.58 	4.1
Sun Jul 28 2024 18:54 	129.83 	130.65 	130.65 	130.65 	4.1
Sun Jul 28 2024 17:53 	130.65 	130.65 	130.65 	130.65 	4.1
Sun Jul 28 2024 16:53 	126.64 	128.13 	129.83 	128.72 	4.1
Sun Jul 28 2024 15:53 	127.82 	130.65 	130.1 	130.65 	4.1
Sun Jul 28 2024 14:53 	130.65 	130.65 	130.65 	130.65 	4.1
Sun Jul 28 2024 13:53 	130.65 	130.65 	130.65 	130.65 	4.1
Sun Jul 28 2024 12:53 	129.27 	130.65 	130.65 	130.65 	4.1
Sun Jul 28 2024 11:53 	127.82 	130.65 	130.65 	130.65 	4.2
Sun Jul 28 2024 10:53 	126.32 	130.06 	130.65 	130.65 	4.2
Sun Jul 28 2024 09:54 	115.3 	117.82 	119.83 	122.15 	4.2
Sun Jul 28 2024 08:53 	112.9 	113.76 	113.88 	114.16 	4.2
Sun Jul 28 2024 07:53 	114.9 	113.88 	114.24 	113.45 	4.1
Sun Jul 28 2024 06:53 	115.69 	115.57 	115.42 	115.26 	4.0
Sun Jul 28 2024 05:53 	116.01 	115.93 	115.85 	115.77 	4.0
Sun Jul 28 2024 04:54 	116.4 	116.32 	116.24 	116.12 	4.0
Sun Jul 28 2024 03:53 	116.91 	116.83 	116.64 	116.56 	4.1
Sun Jul 28 2024 02:53 	117.27 	117.19 	117.11 	116.99 	4.1
Sun Jul 28 2024 01:53 	117.94 	117.74 	117.58 	117.38 	4.1
Sun Jul 28 2024 00:53 	118.53 	118.37 	118.21 	118.05 	4.1
Sat Jul 27 2024 23:53 	119.27 	119.08 	118.88 	118.72 	4.1
Sat Jul 27 2024 22:53 	121.12 	119.79 	119.63 	119.43 	4.1
Sat Jul 27 2024 21:53 	122.15 	121.87 	121.64 	121.4 	4.1
Sat Jul 27 2024 20:56 	129.27 	126.36 	123.64 	122.38 	4.1
Sat Jul 27 2024 19:53 	130.65 	130.65 	128.17 	130.65 	4.1
Sat Jul 27 2024 18:53 	130.65 	126.95 	130.65 	130.65 	4.1
Sat Jul 27 2024 17:53 	129.79 	130.65 	130.65 	130.65 	4.1
Sat Jul 27 2024 16:53 	130.65 	127.74 	128.09 	128.53 	4.1
Sat Jul 27 2024 15:53 	130.65 	129.27 	130.65 	130.65 	4.1
Sat Jul 27 2024 14:53 	129.08 	130.65 	130.06 	130.65 	4.1
Sat Jul 27 2024 13:55 	128.17 	127.35 	130.65 	129.63 	4.1
Sat Jul 27 2024 12:53 	130.65 	128.13 	129.39 	130.65 	4.2
Sat Jul 27 2024 11:53 	130.65 	130.1 	130.65 	130.65 	4.2
Sat Jul 27 2024 10:53 	130.65 	128.8 	128.33 	130.65 	4.2
Sat Jul 27 2024 09:53 	121.83 	124.87 	127.9 	130.06 	4.2
Sat Jul 27 2024 08:53 	118.33 	118.61 	120.3 	121.28 	4.1
Sat Jul 27 2024 07:53 	118.96 	118.8 	117.35 	117.62 	4.2
Sat Jul 27 2024 06:53 	119.55 	119.43 	119.31 	119.12 	4.1
Sat Jul 27 2024 05:53 	119.98 	119.87 	119.75 	119.67 	4.0
Sat Jul 27 2024 04:53 	120.26 	120.18 	120.18 	120.06 	4.0
Sat Jul 27 2024 03:53 	120.69 	120.61 	120.49 	120.38 	4.1
Sat Jul 27 2024 02:53 	121.12 	121.01 	120.93 	120.81 	4.1
Sat Jul 27 2024 01:53 	121.52 	121.44 	121.32 	121.2 	4.1
Sat Jul 27 2024 01:53 	121.52 	121.44 	121.32 	121.2 	4.1
Sat Jul 27 2024 00:53 	122.15 	121.95 	121.79 	121.64 	4.1
Fri Jul 26 2024 23:54 	123.09 	122.82 	122.58 	122.35 	4.1
Fri Jul 26 2024 22:54 	124.16 	123.92 	123.61 	123.33 	4.1
Fri Jul 26 2024 21:53 	125.57 	125.18 	124.67 	124.43 	4.1
Fri Jul 26 2024 20:53 	130.14 	129.08 	127.19 	126.87 	4.1
Fri Jul 26 2024 19:53 	130.65 	130.1 	130.53 	130.38 	4.1
Fri Jul 26 2024 18:54 	130.65 	130.65 	130.65 	130.65 	4.1
Fri Jul 26 2024 17:53 	130.65 	130.65 	130.65 	130.65 	4.1
Fri Jul 26 2024 16:53 	130.65 	130.65 	130.65 	130.65 	4.1
Fri Jul 26 2024 15:53 	130.65 	128.84 	129.2 	130.65 	4.1
Fri Jul 26 2024 14:55 	130.65 	127.42 	130.65 	128.92 	4.1
Fri Jul 26 2024 13:53 	130.65 	128.25 	130.3 	130.65 	4.2
Fri Jul 26 2024 12:54 	130.65 	130.65 	130.65 	129.16 	4.1
Fri Jul 26 2024 11:54 	129.08 	129.9 	130.65 	130.65 	4.2
Fri Jul 26 2024 10:54 	130.65 	128.33 	128.33 	130.65 	4.2
Fri Jul 26 2024 09:54 	129.98 	130.65 	130.65 	128.76 	4.2
Fri Jul 26 2024 08:54 	122.62 	123.8 	125.34 	127.35 	4.2
Fri Jul 26 2024 07:54 	121.05 	120.93 	121.12 	121.72 	4.1
Fri Jul 26 2024 06:54 	121.6 	121.48 	121.32 	121.2 	4.1
Fri Jul 26 2024 05:54 	122.03 	121.91 	121.79 	121.72 	4.0
Fri Jul 26 2024 04:54 	122.46 	122.35 	122.23 	122.15 	4.0
Fri Jul 26 2024 03:54 	122.94 	122.82 	122.7 	122.58 	4.0
Fri Jul 26 2024 02:54 	123.37 	123.25 	123.13 	123.01 	4.1
Fri Jul 26 2024 01:54 	123.8 	123.68 	123.57 	123.49 	4.1
Fri Jul 26 2024 00:55 	124.35 	124.24 	124.08 	123.92 	4.1
Thu Jul 25 2024 23:54 	124.83 	124.71 	124.59 	124.51 	4.1
Thu Jul 25 2024 22:54 	125.26 	125.1 	125.02 	124.94 	4.1
Thu Jul 25 2024 21:54 	125.85 	125.73 	125.57 	125.38 	4.1
Thu Jul 25 2024 20:54 	126.32 	126.4 	126.28 	125.97 	4.1
Thu Jul 25 2024 19:54 	124.31 	125.61 	126.56 	126.6 	4.1
Thu Jul 25 2024 18:54 	116.75 	118.68 	120.61 	122.5 	4.2
Thu Jul 25 2024 17:54 	104.31 	107.31 	111.28 	114.55 	4.2
Thu Jul 25 2024 16:54 	87.74 	91.2 	96.01 	100.22 	4.1
Thu Jul 25 2024 15:54 	70.93 	74.55 	78.76 	83.37 	4.1
Thu Jul 25 2024 14:54 	56.44 	60.18 	63.68 	66.99 	4.1
Thu Jul 25 2024 13:54 	42.38 	45.81 	49.47 	52.38 	4.1
Thu Jul 25 2024 12:54 	26.75 	30.69 	34.51 	37.98 	4.1
Thu Jul 25 2024 11:54 	16.91 	19.51 	21.56 	23.41 	4.1
Thu Jul 25 2024 10:54 	9.83 	10.61 	12.86 	14.94 	4.1
Thu Jul 25 2024 09:54 	9.67 	8.84 	9.59 	9.51 	4.0
Thu Jul 25 2024 09:54 	9.67 	8.84 	9.59 	9.51 	4.0
Thu Jul 25 2024 08:54 	9.51 	9.47 	9.55 	9.51 	3.9
Thu Jul 25 2024 07:55 	14.0 	11.52 	10.02 	9.59 	3.9
Thu Jul 25 2024 07:54 	14.0 	11.52 	10.02 	9.59 	3.9
Thu Jul 25 2024 06:54 	23.37 	20.73 	18.49 	16.09 	3.8
Thu Jul 25 2024 05:55 	33.49 	30.97 	28.61 	25.89 	3.8
Thu Jul 25 2024 04:54 	44.98 	42.23 	39.08 	36.4 	3.8
Thu Jul 25 2024 03:54 	57.54 	54.55 	51.12 	48.05 	3.8
Thu Jul 25 2024 03:54 	57.54 	54.55 	51.12 	48.05 	3.8
Thu Jul 25 2024 02:54 	70.49 	67.35 	64.08 	60.97 	3.8
Thu Jul 25 2024 01:54 	83.37 	80.1 	76.75 	73.53 	3.8
Thu Jul 25 2024 00:54 	96.36 	92.98 	89.63 	86.36 	3.8
Wed Jul 24 2024 23:54 	109.24 	106.05 	102.86 	99.75 	3.8
Wed Jul 24 2024 22:54 	122.5 	119.08 	115.85 	112.42 	3.8
Wed Jul 24 2024 21:54 	126.52 	126.24 	125.97 	125.69 	3.8
Wed Jul 24 2024 21:54 	126.52 	126.24 	125.97 	125.69 	3.8
Wed Jul 24 2024 20:54 	128.61 	127.27 	127.03 	126.79 	3.9
Wed Jul 24 2024 19:54 	129.79 	129.59 	129.39 	129.04 	3.9
Wed Jul 24 2024 18:54 	130.65 	130.65 	130.65 	130.06 	3.9
Wed Jul 24 2024 17:54 	130.65 	130.65 	128.84 	130.46 	3.9
Wed Jul 24 2024 16:54 	130.65 	130.65 	130.65 	127.74 	4.0
